OBJECTID *,Shape *,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
305,Polygon,Ifelodun,NG030016,Ifelodun,<Null>,<Null>,Osun Central,NG03001,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.479809,0.009756
306,Polygon,Ifo,NG028007,Ifo,<Null>,<Null>,Ogun Central,NG02801,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,1.128587,0.044047
307,Polygon,Igabi,NG019004,Igabi,<Null>,<Null>,Kaduna Central,NG01901,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,2.798965,0.280349
308,Polygon,Igalamela-Odolu,NG023008,Igalamela-Odolu,<Null>,<Null>,Kogi East,NG02302,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,2.207144,0.173025
309,Polygon,Igbo-Etiti,NG014007,Igbo-Etiti,<Null>,<Null>,Enugu North,NG01401,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,0.792293,0.027314
310,Polygon,Igbo-Eze North,NG014008,Igbo-Eze North,<Null>,<Null>,Enugu North,NG01401,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,0.640699,0.024879
311,Polygon,Igbo-Eze South,NG014009,Igbo-Eze South,<Null>,<Null>,Enugu North,NG01401,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,0.645548,0.013922
312,Polygon,Igueben,NG012010,Igueben,<Null>,<Null>,Edo Central,NG01202,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,0.996381,0.028573
313,Polygon,Ihiala,NG004012,Ihiala,<Null>,<Null>,Anambra South,NG00403,Anambra,NG004,Nigeria,NG,11/29/16,4/17/19,<Null>,0.71083,0.019665
314,Polygon,Ihitte/Uboma,NG017007,Ihitte/Uboma,<Null>,<Null>,Imo North,NG01702,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.445801,0.008851
315,Polygon,Ijebu East,NG028008,Ijebu East,<Null>,<Null>,Ogun East,NG02802,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,2.260153,0.177466
316,Polygon,Ijebu North,NG028009,Ijebu North,<Null>,<Null>,Ogun East,NG02802,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,1.207948,0.078052
317,Polygon,Ijebu North East,NG028010,Ijebu North East,<Null>,<Null>,Ogun East,NG02802,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,0.653124,0.017361
318,Polygon,Ijebu Ode,NG028011,Ijebu Ode,<Null>,<Null>,Ogun East,NG02802,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,0.695238,0.011665
319,Polygon,Ijero,NG013009,Ijero,<Null>,<Null>,Ekiti Central,NG01302,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.744208,0.030897
320,Polygon,Ijumu,NG023009,Ijumu,<Null>,<Null>,Kogi West,NG02303,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,1.7234,0.105144
321,Polygon,Ika,NG003011,Ika,<Null>,<Null>,Akwa Ibom North West,NG00302,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.491249,0.00935
322,Polygon,Ika North East,NG010007,Ika North East,<Null>,<Null>,Delta North,NG01002,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,0.984677,0.038216
323,Polygon,Ika South,NG010008,Ika South,<Null>,<Null>,Delta North,NG01002,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,1.32192,0.035589
324,Polygon,Ikara,NG019005,Ikara,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.813009,0.077893
325,Polygon,Ikeduru,NG017008,Ikeduru,<Null>,<Null>,Imo East,NG01701,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.491347,0.014784
326,Polygon,Ikeja,NG025011,Ikeja,<Null>,<Null>,Lagos West,NG02501,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.372018,0.003809
327,Polygon,Ikenne,NG028012,Ikenne,<Null>,<Null>,Ogun East,NG02802,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,0.533221,0.011922
328,Polygon,Ikere,NG013010,Ikere,<Null>,<Null>,Ekiti South,NG01301,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.613422,0.019437
329,Polygon,Ikole,NG013011,Ikole,<Null>,<Null>,Ekiti North,NG01303,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,1.597014,0.087754
330,Polygon,Ikom,NG009012,Ikom,<Null>,<Null>,Cross River Central,NG00901,Cross River,NG009,Nigeria,NG,11/29/16,4/17/19,<Null>,2.092561,0.160745
331,Polygon,Ikono,NG003012,Ikono,<Null>,<Null>,Akwa Ibom North West,NG00302,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.86766,0.02142
332,Polygon,Ikorodu,NG025012,Ikorodu,<Null>,<Null>,Lagos East,NG02503,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.869347,0.032616
333,Polygon,Ikot Abasi,NG003013,Ikot Abasi,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.847532,0.027357
334,Polygon,Ikot Ekpene,NG003014,Ikot Ekpene,<Null>,<Null>,Akwa Ibom North West,NG00302,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.414146,0.009453
335,Polygon,Ikpoba-Okha,NG012011,Ikpoba-Okha,<Null>,<Null>,Edo South,NG01201,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,1.527901,0.070025
336,Polygon,Ikwerre,NG033013,Ikwerre,<Null>,<Null>,Rivers East,NG03301,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,1.091228,0.053673
337,Polygon,Ikwo,NG011007,Ikwo,<Null>,<Null>,Ebonyi Central,NG01102,Ebonyi,NG011,Nigeria,NG,11/29/16,4/17/19,<Null>,1.119113,0.053552
338,Polygon,Ikwuano,NG001005,Ikwuano,<Null>,<Null>,Abia Central,NG00101,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.752887,0.022714
339,Polygon,Ila,NG030017,Ila,<Null>,<Null>,Osun Central,NG03001,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.799635,0.022902
340,Polygon,Ilaje,NG029010,Ilaje,<Null>,<Null>,Ondo South,NG02903,Ondo,NG029,Nigeria,NG,11/29/16,4/17/19,<Null>,2.149216,0.078758
341,Polygon,Ile-Oluji-Okeigbo,NG029011,Ile-Oluji-Okeigbo,<Null>,<Null>,Ondo South,NG02903,Ondo,NG029,Nigeria,NG,11/29/16,4/17/19,<Null>,1.283592,0.048736
342,Polygon,Ilejemeji,NG013012,Ilejemeji,<Null>,<Null>,Ekiti North,NG01303,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.372476,0.007764
343,Polygon,Ilesha East,NG030018,Ilesha East,<Null>,<Null>,Osun East,NG03002,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.318094,0.0057
344,Polygon,Ilesha West,NG030019,Ilesha West,<Null>,<Null>,Osun East,NG03002,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.291576,0.003488
345,Polygon,Illela,NG034008,Illela,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.630883,0.090338
346,Polygon,Ilorin East,NG024006,Ilorin East,<Null>,<Null>,Kwara Central,NG02401,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,1.202999,0.037064
347,Polygon,Ilorin South,NG024007,Ilorin South,<Null>,<Null>,Kwara Central,NG02401,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,0.867323,0.020155
348,Polygon,Ilorin West,NG024008,Ilorin West,<Null>,<Null>,Kwara Central,NG02401,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,0.543717,0.012237
349,Polygon,Imeko-Afon,NG028013,Imeko-Afon,<Null>,<Null>,Ogun West,NG02803,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,2.253841,0.14815
350,Polygon,Ingawa,NG021015,Ingawa,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.448303,0.065685
351,Polygon,Ini,NG003015,Ini,<Null>,<Null>,Akwa Ibom North West,NG00302,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.950457,0.031242
352,Polygon,Ipokia,NG028014,Ipokia,<Null>,<Null>,Ogun West,NG02803,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,1.287851,0.046809
353,Polygon,Irele,NG029012,Irele,<Null>,<Null>,Ondo South,NG02903,Ondo,NG029,Nigeria,NG,11/29/16,4/17/19,<Null>,1.283047,0.072874
354,Polygon,Irepo,NG031015,Irepo,<Null>,<Null>,Oyo North,NG03102,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.316746,0.080481
355,Polygon,Irepodun,NG024009,Irepodun,<Null>,<Null>,Kwara South,NG02403,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,1.485916,0.057522
356,Polygon,Irepodun,NG030020,Irepodun,<Null>,<Null>,Osun Central,NG03001,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.264457,0.002486
357,Polygon,Irepodun/Ifelodun,NG013013,Irepodun/Ifelodun,<Null>,<Null>,Ekiti Central,NG01302,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.853815,0.026796
358,Polygon,Irewole,NG030021,Irewole,<Null>,<Null>,Osun West,NG03003,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.617417,0.021475
359,Polygon,Isa,NG034009,Isa,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,2.390395,0.180506
360,Polygon,Ise/Orun,NG013014,Ise/Orun,<Null>,<Null>,Ekiti South,NG01301,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.876616,0.033898
361,Polygon,Iseyin,NG031016,Iseyin,<Null>,<Null>,Oyo North,NG03102,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,2.110517,0.148675
362,Polygon,Ishielu,NG011008,Ishielu,<Null>,<Null>,Ebonyi Central,NG01102,Ebonyi,NG011,Nigeria,NG,11/29/16,4/17/19,<Null>,1.473666,0.05682
363,Polygon,Isi-Uzo,NG014010,Isi-Uzo,<Null>,<Null>,Enugu East,NG01402,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,1.432942,0.069171
364,Polygon,Isiala-Ngwa North,NG001006,Isiala-Ngwa North,<Null>,<Null>,Abia Central,NG00101,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.863972,0.023132
365,Polygon,Isiala-Ngwa South,NG001007,Isiala-Ngwa South,<Null>,<Null>,Abia Central,NG00101,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.918367,0.022604
366,Polygon,Isiala Mbano,NG017009,Isiala Mbano,<Null>,<Null>,Imo North,NG01702,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.592937,0.01253
367,Polygon,Isin,NG024010,Isin,<Null>,<Null>,Kwara South,NG02403,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,1.010471,0.051803
368,Polygon,Isiukwuato,NG001008,Isiukwuato,<Null>,<Null>,Abia North,NG00102,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.775927,0.031235
369,Polygon,Isokan,NG030022,Isokan,<Null>,<Null>,Osun West,NG03003,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.880582,0.035756
370,Polygon,Isoko North,NG010009,Isoko North,<Null>,<Null>,Delta South,NG01003,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,1.512835,0.039343
371,Polygon,Isoko South,NG010010,Isoko South,<Null>,<Null>,Delta South,NG01003,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,1.211531,0.056276
372,Polygon,Isu,NG017010,Isu,<Null>,<Null>,Imo West,NG01703,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.296166,0.004293
373,Polygon,Itas/Gadau,NG005010,Itas/Gadau,<Null>,<Null>,Bauchi North,NG00502,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,2.319879,0.137162
374,Polygon,Itesiwaju,NG031017,Itesiwaju,<Null>,<Null>,Oyo North,NG03102,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.856225,0.126394
375,Polygon,Itu,NG003016,Itu,<Null>,<Null>,Akwa Ibom North East,NG00301,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.695595,0.014702
376,Polygon,Ivo,NG011009,Ivo,<Null>,<Null>,Ebonyi South,NG01101,Ebonyi,NG011,Nigeria,NG,11/29/16,4/17/19,<Null>,0.734919,0.021779
377,Polygon,Iwajowa,NG031018,Iwajowa,<Null>,<Null>,Oyo North,NG03102,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,2.379395,0.195815
378,Polygon,Iwo,NG030023,Iwo,<Null>,<Null>,Osun West,NG03003,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.813667,0.022348
379,Polygon,Izzi,NG011010,Izzi,<Null>,<Null>,Ebonyi North,NG01103,Ebonyi,NG011,Nigeria,NG,11/29/16,4/17/19,<Null>,1.541087,0.08861
380,Polygon,Jaba,NG019006,Jaba,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.076172,0.037426
381,Polygon,Jada,NG002008,Jada,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,3.047352,0.213871
382,Polygon,Jahun,NG018014,Jahun,<Null>,<Null>,Jigawa South-West,NG01803,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.486155,0.103448
383,Polygon,Jakusko,NG036009,Jakusko,<Null>,<Null>,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,2.689351,0.293465
384,Polygon,Jalingo,NG035007,Jalingo,<Null>,<Null>,Taraba North,NG03502,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,0.71888,0.015654
385,Polygon,Jama'are,NG005011,Jamaare,<Null>,<Null>,Bauchi North,NG00502,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,0.83495,0.031711
386,Polygon,Jega,NG022011,Jega,<Null>,<Null>,Kebbi North,NG02202,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,1.730223,0.080211
387,Polygon,Jema'a,NG019007,Jemaa,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.756631,0.116581
388,Polygon,Jere,NG008013,Jere,<Null>,<Null>,Borno Central,NG00801,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,1.889572,0.069979
389,Polygon,Jibia,NG021016,Jibia,<Null>,<Null>,Katsina Central,NG02101,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,2.099338,0.088904
390,Polygon,Jos East,NG032004,Jos East,<Null>,<Null>,Plateau North,NG03202,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,1.133167,0.084719
391,Polygon,Jos North,NG032005,Jos North,<Null>,<Null>,Plateau North,NG03202,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,0.63028,0.021617
392,Polygon,Jos South,NG032006,Jos South,<Null>,<Null>,Plateau North,NG03202,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,1.001438,0.046653
393,Polygon,Kabba/Bunu,NG023010,Kabba/Bunu,<Null>,<Null>,Kogi West,NG02303,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,2.610909,0.220941
394,Polygon,Kabo,NG020020,Kabo,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.045365,0.030885
395,Polygon,Kachia,NG019008,Kachia,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,3.303723,0.378364
396,Polygon,Kaduna North,NG019009,Kaduna North,<Null>,<Null>,Kaduna Central,NG01901,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,0.324124,0.004904
397,Polygon,Kaduna South,NG019010,Kaduna South,<Null>,<Null>,Kaduna Central,NG01901,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,0.355852,0.004352
398,Polygon,Kafin Hausa,NG018015,Kafin Hausa,<Null>,<Null>,Jigawa North-East,NG01801,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.425481,0.113882
399,Polygon,Kafur,NG021017,Kafur,<Null>,<Null>,Katsina South,NG02103,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.641166,0.084031
400,Polygon,Kaga,NG008014,Kaga,<Null>,<Null>,Borno Central,NG00801,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,2.325551,0.213446
401,Polygon,Kagarko,NG019011,Kagarko,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,2.15692,0.157341
402,Polygon,Kaiama,NG024011,Kaiama,<Null>,<Null>,Kwara North,NG02402,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,3.651778,0.570965
403,Polygon,Kaita,NG021018,Kaita,<Null>,<Null>,Katsina Central,NG02101,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.098191,0.059555
404,Polygon,Kajola,NG031019,Kajola,<Null>,<Null>,Oyo North,NG03102,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.933632,0.049565
405,Polygon,Kajuru,NG019012,Kajuru,<Null>,<Null>,Kaduna Central,NG01901,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,3.337651,0.248355
406,Polygon,Kala/Balge,NG008015,Kala/Balge,<Null>,<Null>,Borno Central,NG00801,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,1.871731,0.155904
407,Polygon,Kalgo,NG022012,Kalgo,<Null>,<Null>,Kebbi Central,NG02201,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,1.194224,0.050472
408,Polygon,Kaltungo,NG016007,Kaltungo,<Null>,<Null>,Gombe South,NG01603,Gombe,NG016,Nigeria,NG,11/29/16,4/17/19,<Null>,1.333928,0.095047
409,Polygon,Kanam,NG032007,Kanam,<Null>,<Null>,Plateau Central,NG03201,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,2.588371,0.226097
410,Polygon,Kankara,NG021019,Kankara,<Null>,<Null>,Katsina South,NG02103,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.807101,0.115792
411,Polygon,Kanke,NG032008,Kanke,<Null>,<Null>,Plateau Central,NG03201,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,1.390781,0.077404
412,Polygon,Kankia,NG021020,Kankia,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.486365,0.062734
413,Polygon,Kano Municipal,NG020021,Kano Municipal,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.206311,0.001426
414,Polygon,Karasuwa,NG036010,Karasuwa,<Null>,<Null>,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,2.093386,0.110979
415,Polygon,Karaye,NG020022,Karaye,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.842376,0.03731
416,Polygon,Karim-Lamido,NG035008,Karim-Lamido,<Null>,<Null>,Taraba North,NG03502,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.89025,0.54401
417,Polygon,Karu,NG026004,Karu,<Null>,<Null>,Nassarawa West,NG02603,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,2.573639,0.237271
418,Polygon,Katagum,NG005012,Katagum,<Null>,<Null>,Bauchi North,NG00502,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,1.936212,0.110004
419,Polygon,Katcha,NG027010,Katcha,<Null>,<Null>,Niger South,NG02703,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,2.541714,0.135786
420,Polygon,Katsina,NG021021,Katsina,<Null>,<Null>,Katsina Central,NG02101,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,0.454163,0.012333
421,Polygon,Katsina-Ala,NG007009,Katsina-Ala,<Null>,<Null>,Benue North East,NG00701,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,2.43647,0.220367
422,Polygon,Kaugama,NG018016,Kaugama,<Null>,<Null>,Jigawa North-East,NG01801,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.770621,0.067967
423,Polygon,Kaura,NG019013,Kaura,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,0.932776,0.042746
424,Polygon,Kaura Namoda,NG037008,Kaura Namoda,<Null>,<Null>,Zamfara North,NG03702,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,1.478966,0.072022
425,Polygon,Kauru,NG019014,Kauru,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.955539,0.207326
426,Polygon,Kazaure,NG018017,Kazaure,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.037616,0.031797
427,Polygon,Keana,NG026005,Keana,<Null>,<Null>,Nassarawa South,NG02601,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,1.646208,0.095629
428,Polygon,Kebbe,NG034010,Kebbe,<Null>,<Null>,Sokoto South,NG03403,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,2.314469,0.217864
429,Polygon,Keffi,NG026006,Keffi,<Null>,<Null>,Nassarawa West,NG02603,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,0.386133,0.009271
430,Polygon,Khana,NG033014,Khana,<Null>,<Null>,Rivers South East,NG03302,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,0.990285,0.045553
431,Polygon,Kibiya,NG020023,Kibiya,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.822322,0.036173
432,Polygon,Kirfi,NG005013,Kirfi,<Null>,<Null>,Bauchi South,NG00503,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,1.898007,0.187323
433,Polygon,Kiri Kasamma,NG018018,Kiri Kasamma,<Null>,<Null>,Jigawa North-East,NG01801,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.328263,0.069029
434,Polygon,Kiru,NG020024,Kiru,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.668117,0.074969
435,Polygon,Kiyawa,NG018019,Kiyawa,<Null>,<Null>,Jigawa South-West,NG01803,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.607269,0.08557
436,Polygon,Kogi,NG023011,Kogi,<Null>,<Null>,Kogi West,NG02303,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,1.832048,0.122583
437,Polygon,Koko/Besse,NG022013,Koko/Besse,<Null>,<Null>,Kebbi Central,NG02201,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,1.901311,0.111281
438,Polygon,Kokona,NG026007,Kokona,<Null>,<Null>,Nassarawa West,NG02603,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,2.329736,0.20998
439,Polygon,Kolokuma/Opokuma,NG006003,Kolokuma/Opokuma,<Null>,<Null>,Bayelsa Central,NG00601,Bayelsa,NG006,Nigeria,NG,11/29/16,4/17/19,<Null>,0.798169,0.028586
440,Polygon,Konduga,NG008016,Konduga,<Null>,<Null>,Borno Central,NG00801,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,5.285051,0.493959
441,Polygon,Konshisha,NG007010,Konshisha,<Null>,<Null>,Benue North East,NG00701,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,1.867771,0.137886
442,Polygon,Kontagora,NG027011,Kontagora,<Null>,<Null>,Niger North,NG02702,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,1.849329,0.146329
443,Polygon,Kosofe,NG025013,Kosofe,<Null>,<Null>,Lagos East,NG02503,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.402183,0.006669
444,Polygon,Kubau,NG019015,Kubau,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,2.308526,0.195305
445,Polygon,Kudan,NG019016,Kudan,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,0.883572,0.027665
446,Polygon,Kuje,NG015005,Kuje,<Null>,<Null>,Federal Capital Territory,NG01501,Federal Capital Territory,NG015,Nigeria,NG,11/29/16,4/17/19,<Null>,1.8352,0.125893
447,Polygon,Kukawa,NG008017,Kukawa,<Null>,<Null>,Borno North,NG00802,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,2.581646,0.409573
448,Polygon,Kumbotso,NG020025,Kumbotso,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.668409,0.015903
449,Polygon,Kunchi,NG020026,Kunchi,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.992048,0.043303
450,Polygon,Kura,NG020027,Kura,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.681408,0.016258
451,Polygon,Kurfi,NG021022,Kurfi,<Null>,<Null>,Katsina Central,NG02101,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.075535,0.04798
452,Polygon,Kurmi,NG035009,Kurmi,<Null>,<Null>,Taraba Central,NG03501,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.026388,0.35614
453,Polygon,Kusada,NG021023,Kusada,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,0.961004,0.037894
454,Polygon,Kwali,NG015006,Kwali,<Null>,<Null>,Federal Capital Territory,NG01501,Federal Capital Territory,NG015,Nigeria,NG,11/29/16,4/17/19,<Null>,1.467867,0.102921
455,Polygon,Kwami,NG016008,Kwami,<Null>,<Null>,Gombe North,NG01602,Gombe,NG016,Nigeria,NG,11/29/16,4/17/19,<Null>,1.969669,0.141923
